Central America and the Caribbean,Jamaica,Office Supplies,Online,H,6/7/2015,618065345,7/1/2015,8125,651.21,524.96,5291081.25,4265300.00,1025781.25
Europe,Kosovo,Household,Online,H,5/21/2015,812846505,6/27/2015,8199,668.27,502.54,5479145.73,4120325.46,1358820.27
North America,Canada,Cereal,Online,M,5/29/2017,508367717,7/11/2017,6159,205.70,117.11,1266906.30,721280.49,545625.81
Asia,Turkmenistan,Vegetables,Offline,C,7/12/2017,671865308,7/18/2017,8730,154.06,90.93,1344943.80,793818.90,551124.90
Sub-Saharan Africa,Burkina Faso,Office Supplies,Offline,L,8/14/2016,540888106,9/12/2016,9665,651.21,524.96,6293944.65,5073738.40,1220206.25
North America,Mexico,Baby Food,Offline,M,8/16/2016,773297441,9/11/2016,4752,255.28,159.42,1213090.56,757563.84,455526.72
Europe,Slovakia,Clothes,Online,L,10/6/2016,297267138,10/7/2016,6807,109.28,35.84,743868.96,243962.88,499906.08
Middle East and North Africa,Iran,Cosmetics,Online,L,4/27/2017,361283528,5/19/2017,679,437.20,263.33,296858.80,178801.07,118057.73
Central America and the Caribbean,Saint Kitts and Nevis ,Baby Food,Online,H,11/10/2015,484145438,12/23/2015,8249,255.28,159.42,2105804.72,1315055.58,790749.14
Sub-Saharan Africa,Namibia,Office Supplies,Offline,C,1/2/2011,704964196,2/4/2011,3426,651.21,524.96,2231045.46,1798512.96,432532.50
Asia,Kyrgyzstan,Baby Food,Offline,H,10/24/2013,233163630,12/12/2013,7155,255.28,159.42,1826528.40,1140650.10,685878.30
Central America and the Caribbean,The Bahamas,Snacks,Offline,C,9/6/2013,598480069,9/15/2013,2407,152.58,97.44,367260.06,234538.08,132721.98
Australia and Oceania,Australia,Fruits,Online,C,6/7/2012,700962340,7/1/2012,9188,9.33,6.92,85724.04,63580.96,22143.08
Central America and the Caribbean,Trinidad and Tobago,Fruits,Online,L,12/16/2012,860971772,12/30/2012,9535,9.33,6.92,88961.55,65982.20,22979.35
Central America and the Caribbean,Saint Vincent and the Grenadines,Baby Food,Offline,C,6/3/2015,569182193,7/14/2015,2514,255.28,159.42,641773.92,400781.88,240992.04
Sub-Saharan Africa,Burundi,Office Supplies,Online,C,6/23/2013,736579930,7/18/2013,9225,651.21,524.96,6007412.25,4842756.00,1164656.25
Australia and Oceania,East Timor,Office Supplies,Online,C,3/19/2013,544463813,4/18/2013,7796,651.21,524.96,5076833.16,4092588.16,984245.00
Europe,Monaco,Household,Offline,M,3/16/2014,594445168,4/15/2014,8390,668.27,502.54,5606785.30,4216310.60,1390474.70
Sub-Saharan Africa,Benin,Cereal,Offline,L,4/20/2013,658447825,5/27/2013,8199,205.70,117.11,1686534.30,960184.89,726349.41
Australia and Oceania,Palau,Cosmetics,Online,M,12/30/2015,128708112,1/27/2016,6445,437.20,263.33,2817754.00,1697161.85,1120592.15
Asia,South Korea,Household,Offline,C,6/26/2017,267774856,7/14/2017,9385,668.27,502.54,6271713.95,4716337.90,1555376.05
Central America and the Caribbean,Belize,Beverages,Online,H,1/12/2014,158509385,2/16/2014,5304,47.45,31.79,251674.80,168614.16,83060.64
Europe,United Kingdom,Office Supplies,Online,C,4/27/2014,754085528,6/11/2014,9520,651.21,524.96,6199519.20,4997619.20,1201900.00
Sub-Saharan Africa,Mali,Office Supplies,Online,L,12/14/2012,827989614,1/9/2013,9381,651.21,524.96,6109001.01,4924649.76,1184351.25
Sub-Saharan Africa,Cote d'Ivoire,Vegetables,Offline,M,12/19/2016,124020469,2/5/2017,9268,154.06,90.93,1427828.08,842739.24,585088.84
Europe,Romania,Cosmetics,Offline,H,9/24/2011,706289422,11/2/2011,5590,437.20,263.33,2443948.00,1472014.70,971933.30
Central America and the Caribbean,Guatemala,Cosmetics,Online,L,3/11/2010,209220302,4/1/2010,1791,437.20,263.33,783025.20,471624.03,311401.17
Central America and the Caribbean,Haiti,Vegetables,Online,M,3/21/2011,387549436,4/16/2011,3345,154.06,90.93,515330.70,304160.85,211169.85
Europe,Estonia,Personal Care,Offline,M,12/12/2010,366325652,1/5/2011,2756,81.73,56.67,225247.88,156182.52,69065.36
North America,Canada,Household,Online,M,3/1/2014,690910279,4/20/2014,4560,668.27,502.54,3047311.20,2291582.40,755728.80
Europe,Finland,Household,Online,M,5/10/2015,176977145,6/4/2015,325,668.27,502.54,217187.75,163325.50,53862.25
Sub-Saharan Africa,Lesotho,Baby Food,Offline,H,1/27/2010,860512578,3/4/2010,3649,255.28,159.42,931516.72,581723.58,349793.14
Europe,Belarus,Personal Care,Online,L,11/11/2013,347815406,11/17/2013,5163,81.73,56.67,421971.99,292587.21,129384.78
Middle East and North Africa,Iran,Household,Offline,C,1/19/2013,365496957,2/12/2013,7527,668.27,502.54,5030068.29,3782618.58,1247449.71
Asia,Thailand,Baby Food,Online,L,12/15/2013,910481059,12/29/2013,433,255.28,159.42,110536.24,69028.86,41507.38
Sub-Saharan Africa,Eritrea,Snacks,Online,M,5/20/2016,700004041,6/3/2016,5606,152.58,97.44,855363.48,546248.64,309114.84
Asia,Bhutan,Personal Care,Offline,H,6/7/2017,321614730,6/10/2017,1800,81.73,56.67,147114.00,102006.00,45108.00
Sub-Saharan Africa,Liberia,Office Supplies,Online,L,4/3/2015,883174455,4/24/2015,9802,651.21,524.96,6383160.42,5145657.92,1237502.50
Europe,Greece,Meat,Online,M,11/6/2012,862857043,12/22/2012,7429,421.89,364.69,3134220.81,2709282.01,424938.80
Sub-Saharan Africa,South Sudan,Baby Food,Offline,L,4/19/2014,159148824,5/8/2014,4528,255.28,159.42,1155907.84,721853.76,434054.08
Sub-Saharan Africa,South Sudan,Snacks,Offline,H,5/16/2013,540848624,6/7/2013,7982,152.58,97.44,1217893.56,777766.08,440127.48
Sub-Saharan Africa,Madagascar,Baby Food,Offline,L,6/26/2012,697067773,8/13/2012,6699,255.28,159.42,1710120.72,1067954.58,642166.14
Europe,Russia,Vegetables,Online,M,5/3/2011,287230098,5/30/2011,6624,154.06,90.93,1020493.44,602320.32,418173.12
Central America and the Caribbean,Guatemala,Personal Care,Online,L,9/4/2010,391071927,9/11/2010,5729,81.73,56.67,468231.17,324662.43,143568.74
Europe,Croatia,Personal Care,Offline,L,2/12/2016,358642089,3/2/2016,9019,81.73,56.67,737122.87,511106.73,226016.14
Central America and the Caribbean,Grenada,Clothes,Offline,H,8/13/2011,960301911,8/24/2011,3530,109.28,35.84,385758.40,126515.20,259243.20
Sub-Saharan Africa,Rwanda,Clothes,Online,C,4/8/2016,336725223,4/25/2016,3331,109.28,35.84,364011.68,119383.04,244628.64
Europe,Denmark,Baby Food,Offline,M,5/18/2012,748898351,6/24/2012,4519,255.28,159.42,1153610.32,720418.98,433191.34
Sub-Saharan Africa,Cote d'Ivoire,Beverages,Offline,M,5/20/2017,928120124,5/24/2017,224,47.45,31.79,10628.80,7120.96,3507.84
Central America and the Caribbean,El Salvador,Snacks,Online,C,12/5/2011,126001870,12/26/2011,5608,152.58,97.44,855668.64,546443.52,309225.12
Sub-Saharan Africa,Tanzania,Beverages,Offline,H,10/19/2011,364467418,11/12/2011,2863,47.45,31.79,135849.35,91014.77,44834.58
Europe,Poland,Vegetables,Offline,H,2/15/2011,585753095,3/2/2011,6212,154.06,90.93,957020.72,564857.16,392163.56
Europe,United Kingdom,Fruits,Online,C,6/18/2016,702407729,7/22/2016,6911,9.33,6.92,64479.63,47824.12,16655.51
Middle East and North Africa,Lebanon,Meat,Offline,C,9/19/2012,247292649,10/23/2012,8245,421.89,364.69,3478483.05,3006869.05,471614.00
Asia,India,Cereal,Offline,L,5/10/2012,623581683,5/14/2012,532,205.70,117.11,109432.40,62302.52,47129.88
Europe,Kosovo,Snacks,Online,L,10/11/2013,154761159,10/12/2013,6121,152.58,97.44,933942.18,596430.24,337511.94
Asia,Nepal,Personal Care,Online,C,8/24/2012,834629905,9/10/2012,4391,81.73,56.67,358876.43,248837.97,110038.46
Sub-Saharan Africa,Mozambique,Beverages,Offline,M,4/9/2013,677299249,4/16/2013,6754,47.45,31.79,320477.30,214709.66,105767.64
Central America and the Caribbean,Saint Vincent and the Grenadines,Meat,Online,C,3/28/2017,467193019,4/13/2017,1651,421.89,364.69,696540.39,602103.19,94437.20
North America,Mexico,Clothes,Offline,H,1/21/2012,609047544,1/23/2012,9557,109.28,35.84,1044388.96,342522.88,701866.08
Sub-Saharan Africa,Seychelles ,Vegetables,Online,M,10/17/2012,677911651,10/27/2012,7977,154.06,90.93,1228936.62,725348.61,503588.01
Sub-Saharan Africa,Senegal,Vegetables,Online,M,11/17/2012,769146668,1/6/2013,6446,154.06,90.93,993070.76,586134.78,406935.98
Middle East and North Africa,Bahrain,Vegetables,Offline,M,8/2/2010,148426425,8/20/2010,1532,154.06,90.93,236019.92,139304.76,96715.16
Europe,Croatia,Fruits,Offline,L,10/26/2012,401737248,11/21/2012,1834,9.33,6.92,17111.22,12691.28,4419.94
Middle East and North Africa,Qatar,Personal Care,Offline,L,3/13/2016,485377967,4/4/2016,2981,81.73,56.67,243637.13,168933.27,74703.86
Sub-Saharan Africa,Republic of the Congo,Baby Food,Online,H,11/1/2010,775959908,11/20/2010,2635,255.28,159.42,672662.80,420071.70,252591.10
Australia and Oceania,Solomon Islands,Clothes,Online,C,5/28/2014,820406901,6/14/2014,5488,109.28,35.84,599728.64,196689.92,403038.72
Asia,Taiwan,Household,Offline,H,5/12/2015,685955274,6/11/2015,8264,668.27,502.54,5522583.28,4152990.56,1369592.72
Central America and the Caribbean,El Salvador,Personal Care,Online,M,7/30/2014,510153853,8/9/2014,4717,81.73,56.67,385520.41,267312.39,118208.02
Sub-Saharan Africa,Mali,Cereal,Online,H,12/30/2013,950863969,1/22/2014,634,205.70,117.11,130413.80,74247.74,56166.06
Europe,Sweden,Cosmetics,Offline,C,11/3/2012,936259448,11/24/2012,8831,437.20,263.33,3860913.20,2325467.23,1535445.97
Europe,France,Cereal,Online,L,5/24/2011,814826619,6/16/2011,4159,205.70,117.11,855506.30,487060.49,368445.81
Europe,Ireland,Meat,Online,C,10/16/2014,105364310,11/18/2014,8496,421.89,364.69,3584377.44,3098406.24,485971.20
North America,Greenland,Beverages,Online,L,2/1/2014,646983850,2/20/2014,5753,47.45,31.79,272979.85,182887.87,90091.98
Asia,Vietnam,Personal Care,Online,L,10/4/2012,749109065,11/12/2012,6874,81.73,56.67,561812.02,389549.58,172262.44
Europe,Malta,Clothes,Online,M,5/11/2015,141476285,5/23/2015,4831,109.28,35.84,527931.68,173143.04,354788.64
Australia and Oceania,Samoa ,Clothes,Offline,H,2/17/2016,424134337,4/4/2016,9630,109.28,35.84,1052366.40,345139.20,707227.20
Europe,Bosnia and Herzegovina,Meat,Online,C,5/22/2010,117444550,6/6/2010,3307,421.89,364.69,1395190.23,1206029.83,189160.40
Europe,Belgium,Vegetables,Online,C,6/13/2013,512080752,7/10/2013,4929,154.06,90.93,759361.74,448193.97,311167.77
Sub-Saharan Africa,Eritrea,Beverages,Offline,H,5/25/2011,719029271,5/29/2011,5595,47.45,31.79,265482.75,177865.05,87617.70
Sub-Saharan Africa,Madagascar,Vegetables,Online,C,4/24/2010,819588935,5/4/2010,3434,154.06,90.93,529042.04,312253.62,216788.42
Europe,Vatican City,Fruits,Offline,L,5/6/2017,515371072,5/25/2017,8608,9.33,6.92,80312.64,59567.36,20745.28
Europe,Italy,Personal Care,Online,H,3/14/2014,478299510,4/27/2014,8309,81.73,56.67,679094.57,470871.03,208223.54
Sub-Saharan Africa,Republic of the Congo,Clothes,Online,C,12/11/2013,100610578,12/20/2013,1761,109.28,35.84,192442.08,63114.24,129327.84
Middle East and North Africa,Syria,Personal Care,Offline,L,10/10/2011,644853103,11/11/2011,5218,81.73,56.67,426467.14,295704.06,130763.08
Central America and the Caribbean,Grenada,Vegetables,Online,H,7/10/2011,293888413,8/18/2011,6967,154.06,90.93,1073336.02,633509.31,439826.71
Sub-Saharan Africa,Malawi,Personal Care,Offline,H,4/20/2014,900890338,6/6/2014,2326,81.73,56.67,190103.98,131814.42,58289.56
Sub-Saharan Africa,Eritrea,Personal Care,Offline,C,9/20/2014,339345204,10/24/2014,8642,81.73,56.67,706310.66,489742.14,216568.52
Sub-Saharan Africa,Djibouti,Household,Offline,H,3/25/2012,153051841,4/13/2012,296,668.27,502.54,197807.92,148751.84,49056.08
Australia and Oceania,Marshall Islands,Beverages,Offline,H,12/6/2014,606121575,1/8/2015,3698,47.45,31.79,175470.10,117559.42,57910.68
Australia and Oceania,Nauru,Personal Care,Online,C,1/16/2013,232978236,3/1/2013,2292,81.73,56.67,187325.16,129887.64,57437.52
Middle East and North Africa,Somalia,Meat,Offline,H,1/4/2013,788358151,2/9/2013,1551,421.89,364.69,654351.39,565634.19,88717.20
Central America and the Caribbean,Trinidad and Tobago,Snacks,Offline,M,12/22/2010,497310149,1/20/2011,3979,152.58,97.44,607115.82,387713.76,219402.06
Australia and Oceania,Federated States of Micronesia,Fruits,Online,C,9/18/2011,805195558,9/25/2011,4114,9.33,6.92,38383.62,28468.88,9914.74
Middle East and North Africa,Turkey,Clothes,Offline,M,4/16/2017,527688205,5/30/2017,3521,109.28,35.84,384774.88,126192.64,258582.24
Central America and the Caribbean,Guatemala,Snacks,Online,L,9/7/2015,800774419,9/30/2015,5800,152.58,97.44,884964.00,565152.00,319812.00
Europe,Moldova ,Vegetables,Online,L,11/13/2014,130753028,12/2/2014,1581,154.06,90.93,243568.86,143760.33,99808.53
Asia,India,Personal Care,Online,M,4/23/2016,244235360,5/14/2016,3525,81.73,56.67,288098.25,199761.75,88336.50
Asia,Singapore,Vegetables,Online,C,3/9/2011,238145244,3/11/2011,1325,154.06,90.93,204129.50,120482.25,83647.25
Middle East and North Africa,Turkey,Clothes,Online,M,6/14/2014,629719007,6/16/2014,6703,109.28,35.84,732503.84,240235.52,492268.32
Europe,Poland,Vegetables,Online,L,8/17/2015,206505477,10/6/2015,8414,154.06,90.93,1296260.84,765085.02,531175.82
Central America and the Caribbean,Dominican Republic,Cosmetics,Online,C,11/10/2012,976365983,12/12/2012,7246,437.20,263.33,3167951.20,1908089.18,1259862.02
Sub-Saharan Africa,Zimbabwe,Meat,Online,H,9/26/2016,517474353,10/26/2016,1015,421.89,364.69,428218.35,370160.35,58058.00
Central America and the Caribbean,Dominica,Office Supplies,Online,H,3/7/2016,528316915,4/10/2016,9570,651.21,524.96,6232079.70,5023867.20,1208212.50
Middle East and North Africa,Afghanistan,Baby Food,Online,L,7/16/2012,977692496,8/11/2012,9791,255.28,159.42,2499446.48,1560881.22,938565.26
Asia,Japan,Cereal,Offline,C,10/21/2015,554712426,12/8/2015,589,205.70,117.11,121157.30,68977.79,52179.51
Asia,Mongolia,Personal Care,Offline,L,7/8/2010,718800532,8/9/2010,7906,81.73,56.67,646157.38,448033.02,198124.36
Asia,Bangladesh,Cosmetics,Offline,L,8/2/2012,749693143,8/26/2012,9716,437.20,263.33,4247835.20,2558514.28,1689320.92
Sub-Saharan Africa,Togo,Household,Online,M,6/22/2012,897439086,6/28/2012,1023,668.27,502.54,683640.21,514098.42,169541.79
Sub-Saharan Africa,Kenya,Personal Care,Offline,C,11/8/2016,132399690,12/4/2016,8865,81.73,56.67,724536.45,502379.55,222156.90
Asia,China,Household,Online,C,7/15/2014,195248782,8/2/2014,7308,668.27,502.54,4883717.16,3672562.32,1211154.84
Australia and Oceania,Australia,Cereal,Online,H,7/14/2010,646972692,8/13/2010,2451,205.70,117.11,504170.70,287036.61,217134.09
Asia,Turkmenistan,Meat,Online,M,9/20/2014,218870246,11/9/2014,7424,421.89,364.69,3132111.36,2707458.56,424652.80
Middle East and North Africa,Oman,Baby Food,Online,L,4/22/2015,862552773,5/17/2015,7388,255.28,159.42,1886008.64,1177794.96,708213.68
Asia,Vietnam,Baby Food,Online,H,12/7/2012,999944102,1/21/2013,4536,255.28,159.42,1157950.08,723129.12,434820.96
Sub-Saharan Africa,Equatorial Guinea,Meat,Online,H,11/18/2016,473280560,11/28/2016,3090,421.89,364.69,1303640.10,1126892.10,176748.00
Middle East and North Africa,Saudi Arabia,Clothes,Offline,H,12/27/2010,995110976,1/8/2011,4306,109.28,35.84,470559.68,154327.04,316232.64
Sub-Saharan Africa,Guinea,Meat,Offline,M,6/11/2010,298296678,6/12/2010,1471,421.89,364.69,620600.19,536458.99,84141.20
Sub-Saharan Africa,Nigeria,Beverages,Online,M,7/30/2012,686011493,8/19/2012,4900,47.45,31.79,232505.00,155771.00,76734.00
Sub-Saharan Africa,Seychelles ,Personal Care,Offline,L,10/12/2015,481741750,11/4/2015,6944,81.73,56.67,567533.12,393516.48,174016.64
Central America and the Caribbean,Nicaragua,Personal Care,Offline,H,9/20/2015,779286277,9/22/2015,6982,81.73,56.67,570638.86,395669.94,174968.92
Sub-Saharan Africa,Mozambique,Fruits,Offline,H,9/15/2016,492756402,9/29/2016,6424,9.33,6.92,59935.92,44454.08,15481.84
Europe,Vatican City,Meat,Online,L,10/2/2012,406575953,10/5/2012,3715,421.89,364.69,1567321.35,1354823.35,212498.00
Sub-Saharan Africa,Chad,Personal Care,Online,M,2/1/2014,925481259,2/27/2014,9326,81.73,56.67,762213.98,528504.42,233709.56
Sub-Saharan Africa,Republic of the Congo,Cosmetics,Online,H,1/21/2013,724521148,2/19/2013,763,437.20,263.33,333583.60,200920.79,132662.81
Sub-Saharan Africa,Malawi,Meat,Offline,L,9/1/2010,799056947,9/22/2010,7562,421.89,364.69,3190332.18,2757785.78,432546.40
Central America and the Caribbean,Haiti,Baby Food,Offline,H,10/3/2012,414762485,10/3/2012,6291,255.28,159.42,1605966.48,1002911.22,603055.26
Sub-Saharan Africa,Benin,Household,Online,C,2/3/2011,257624089,3/2/2011,5548,668.27,502.54,3707561.96,2788091.92,919470.04
Sub-Saharan Africa,Tanzania,Beverages,Offline,M,6/9/2017,183940589,7/28/2017,963,47.45,31.79,45694.35,30613.77,15080.58
Asia,Singapore,Meat,Online,M,5/1/2014,570323312,5/31/2014,197,421.89,364.69,83112.33,71843.93,11268.40
Europe,Slovenia,Household,Offline,L,11/15/2011,963696086,12/5/2011,7942,668.27,502.54,5307400.34,3991172.68,1316227.66
Middle East and North Africa,Azerbaijan,Cosmetics,Online,L,8/30/2013,531295239,10/2/2013,923,437.20,263.33,403535.60,243053.59,160482.01
Central America and the Caribbean,Cuba,Snacks,Online,L,1/2/2013,310669600,1/22/2013,2893,152.58,97.44,441413.94,281893.92,159520.02
Asia,Uzbekistan,Office Supplies,Online,C,11/4/2011,959680497,12/22/2011,9640,651.21,524.96,6277664.40,5060614.40,1217050.00
Central America and the Caribbean,Dominica,Household,Online,M,12/18/2016,506501758,1/7/2017,3981,668.27,502.54,2660382.87,2000611.74,659771.13
Central America and the Caribbean,Dominica,Cereal,Online,H,7/7/2013,199619710,7/9/2013,763,205.70,117.11,156949.10,89354.93,67594.17
Middle East and North Africa,Iraq,Fruits,Online,H,3/13/2014,457833182,3/13/2014,1868,9.33,6.92,17428.44,12926.56,4501.88
Europe,Bosnia and Herzegovina,Meat,Online,L,1/25/2010,420253503,2/27/2010,1205,421.89,364.69,508377.45,439451.45,68926.00
Europe,Austria,Vegetables,Offline,M,3/7/2012,196304500,3/14/2012,9719,154.06,90.93,1497309.14,883748.67,613560.47
Europe,France,Snacks,Offline,H,7/4/2017,415722501,8/16/2017,381,152.58,97.44,58132.98,37124.64,21008.34
Asia,Nepal,Office Supplies,Online,L,9/22/2012,878556334,11/9/2012,3198,651.21,524.96,2082569.58,1678822.08,403747.50
Asia,Cambodia,Baby Food,Offline,M,11/13/2015,105167329,12/27/2015,205,255.28,159.42,52332.40,32681.10,19651.30
Asia,Brunei,Clothes,Offline,M,12/15/2011,286229312,1/25/2012,469,109.28,35.84,51252.32,16808.96,34443.36
Sub-Saharan Africa,Seychelles ,Personal Care,Offline,L,5/12/2017,532728612,5/24/2017,5090,81.73,56.67,416005.70,288450.30,127555.40
Sub-Saharan Africa,Cote d'Ivoire,Meat,Offline,L,6/16/2015,925964057,7/5/2015,2196,421.89,364.69,926470.44,800859.24,125611.20
Sub-Saharan Africa,Burkina Faso,Cereal,Online,H,5/21/2013,267546975,6/27/2013,1950,205.70,117.11,401115.00,228364.50,172750.50
Middle East and North Africa,Bahrain,Fruits,Online,C,7/29/2015,129401195,8/26/2015,1544,9.33,6.92,14405.52,10684.48,3721.04
Europe,Vatican City,Personal Care,Online,C,5/14/2012,803763043,6/2/2012,201,81.73,56.67,16427.73,11390.67,5037.06
Europe,Slovenia,Household,Offline,L,2/9/2014,853181350,3/5/2014,4176,668.27,502.54,2790695.52,2098607.04,692088.48
Sub-Saharan Africa,Central African Republic,Baby Food,Online,H,1/21/2017,260517442,2/11/2017,1755,255.28,159.42,448016.40,279782.10,168234.30
Middle East and North Africa,Afghanistan,Baby Food,Offline,M,10/4/2014,878945147,10/31/2014,8256,255.28,159.42,2107591.68,1316171.52,791420.16
Sub-Saharan Africa,Ethiopia,Beverages,Offline,L,12/15/2016,581950795,1/4/2017,1027,47.45,31.79,48731.15,32648.33,16082.82
Sub-Saharan Africa,Madagascar,Fruits,Offline,H,7/17/2015,913333213,8/5/2015,4449,9.33,6.92,41509.17,30787.08,10722.09
Europe,San Marino,Beverages,Offline,M,1/11/2011,337203729,1/14/2011,4932,47.45,31.79,234023.40,156788.28,77235.12
Europe,Hungary,Cosmetics,Online,M,5/15/2016,987986171,6/29/2016,5918,437.20,263.33,2587349.60,1558386.94,1028962.66
Australia and Oceania,Kiribati,Beverages,Online,H,4/12/2015,120416867,5/6/2015,2882,47.45,31.79,136750.90,91618.78,45132.12
Asia,Japan,Vegetables,Online,C,6/23/2011,459544646,7/4/2011,8328,154.06,90.93,1283011.68,757265.04,525746.64
Europe,Malta,Cereal,Online,C,4/23/2017,750730836,6/5/2017,6792,205.70,117.11,1397114.40,795411.12,601703.28
Middle East and North Africa,Saudi Arabia,Baby Food,Online,L,2/16/2012,709649264,3/27/2012,9842,255.28,159.42,2512465.76,1569011.64,943454.12
Europe,Slovenia,Snacks,Online,M,3/12/2014,572286260,4/19/2014,1077,152.58,97.44,164328.66,104942.88,59385.78
Central America and the Caribbean,Nicaragua,Fruits,Online,C,5/5/2016,644940650,5/15/2016,1125,9.33,6.92,10496.25,7785.00,2711.25
Australia and Oceania,Federated States of Micronesia,Clothes,Offline,M,6/20/2012,854223763,8/5/2012,2649,109.28,35.84,289482.72,94940.16,194542.56
Middle East and North Africa,Afghanistan,Snacks,Offline,M,6/18/2016,297059428,7/7/2016,5341,152.58,97.44,814929.78,520427.04,294502.74
Sub-Saharan Africa,Namibia,Snacks,Online,M,12/28/2012,390683972,1/16/2013,924,152.58,97.44,140983.92,90034.56,50949.36
Australia and Oceania,Samoa ,Cosmetics,Offline,M,4/17/2014,822646224,5/10/2014,8154,437.20,263.33,3564928.80,2147192.82,1417735.98
Europe,Norway,Cereal,Online,M,12/11/2010,900807511,1/1/2011,7815,205.70,117.11,1607545.50,915214.65,692330.85
Europe,United Kingdom,Household,Offline,M,7/11/2013,903341662,8/22/2013,7727,668.27,502.54,5163722.29,3883126.58,1280595.71
Europe,Georgia,Cereal,Online,H,12/19/2010,728735005,1/15/2011,7737,205.70,117.11,1591500.90,906080.07,685420.83
Europe,San Marino,Vegetables,Online,M,3/8/2012,345786368,3/15/2012,4725,154.06,90.93,727933.50,429644.25,298289.25
Europe,Estonia,Vegetables,Offline,L,1/9/2012,243607079,2/4/2012,7603,154.06,90.93,1171318.18,691340.79,479977.39
Sub-Saharan Africa,The Gambia,Beverages,Online,C,3/5/2010,981620967,3/20/2010,2313,47.45,31.79,109751.85,73530.27,36221.58
Europe,Portugal,Snacks,Offline,C,12/22/2014,939564359,1/10/2015,6828,152.58,97.44,1041816.24,665320.32,376495.92
North America,United States of America,Baby Food,Online,L,11/17/2016,367486083,12/8/2016,6153,255.28,159.42,1570737.84,980911.26,589826.58
Asia,China,Household,Offline,H,12/30/2014,935747468,1/17/2015,7325,668.27,502.54,4895077.75,3681105.50,1213972.25
Middle East and North Africa,Yemen,Clothes,Online,C,4/11/2013,785022342,5/27/2013,4411,109.28,35.84,482034.08,158090.24,323943.84
Central America and the Caribbean,Belize,Office Supplies,Online,M,9/25/2016,376297032,9/26/2016,3509,651.21,524.96,2285095.89,1842084.64,443011.25
Central America and the Caribbean,Dominican Republic,Fruits,Online,L,7/11/2012,240870368,8/2/2012,7749,9.33,6.92,72298.17,53623.08,18675.09
Sub-Saharan Africa,Uganda,Office Supplies,Online,C,8/1/2011,530353677,8/7/2011,2293,651.21,524.96,1493224.53,1203733.28,289491.25
Europe,Norway,Vegetables,Online,M,7/18/2014,566670787,8/31/2014,9333,154.06,90.93,1437841.98,848649.69,589192.29
Asia,Maldives,Beverages,Offline,L,7/17/2015,192058026,8/20/2015,3093,47.45,31.79,146762.85,98326.47,48436.38
Asia,Cambodia,Office Supplies,Offline,C,7/23/2013,219064223,8/10/2013,4827,651.21,524.96,3143390.67,2533981.92,609408.75
Europe,Kosovo,Clothes,Offline,M,3/20/2016,180550706,5/7/2016,7821,109.28,35.84,854678.88,280304.64,574374.24
Sub-Saharan Africa,Republic of the Congo,Snacks,Online,M,4/9/2013,579691302,4/24/2013,2393,152.58,97.44,365123.94,233173.92,131950.02
